fold_count,fold_aucs,mean_auc,std_auc,oof_auc,runtime_seconds,preferred_fold
5,"[0.7259607017518144, 0.7242820168772737, 0.725152857752661, 0.7267482782564978, 0.7259114989066395]",0.7256110707089773,0.0008345158087305099,0.7256043968112144,413.6594374,False
7,"[0.725554247452194, 0.7257677950124684, 0.7258695428576613, 0.7238344865062436, 0.7259083056120631, 0.7285705625501515, 0.725461487726648]",0.7258523468167757,0.0012935370757122709,0.725844511943356,504.84992170000004,True
10,"[0.7256989210291179, 0.7271457402833745, 0.7244117324292867, 0.7245180343669685, 0.7257095328831269, 0.7254045526838913, 0.7246799783516787, 0.7288678632354274, 0.7278738197433846, 0.7247657991395393]",0.7259075974145796,0.001465512897092867,0.7259047263862826,741.5101294,False
